From	To
O15084	ANKRD28
O15120	AGPAT2
O95271	TNKS
P20749	BCL3
P52179	MYOM1
P61978	HNRNPK
Q01484	ANK2
Q04721	NOTCH2
Q04900	CD164
Q96RS0	TGS1
Q9BZF9	UACA
Q9H2K2	TNKS2
Q9P2R3	ANKFY1
Q9UM47	NOTCH3
Q9UPS8	ANKRD26
V9HWG3	HEL-S-45
Q9BVT0	ARHA
O95625	ZBTB11
Q15361	TTF1
Q8NCP5	ZBTB44
Q9BT81	SOX7
Q9NQ87	HEYL
Q9NR48	ASH1L
Q9UII5	ZNF107
Q9UIS9	MBD1
Q9ULH7	MRTFB
Q9UN79	SOX13
Q9UNY4	TTF2
Q9Y2K7	KDM2A
O15111	CHUK
Q06710	PAX8
O43776	NARS1
O75113	N4BP1
O75352	MPDU1
P00367	GLUD1
P28062	PSMB8
P28074	PSMB5
P62310	LSM3
Q14684	RRP1B
Q6NUQ4	TMEM214
Q86V24	ADIPOR2
Q96C01	FAM136A
Q9BU61	NDUFAF3
Q9H270	VPS11
Q9HAU5	UPF2
Q9UBK9	UXT
Q9Y333	LSM2
Q9Y3Z0	DKFZp564J0123
X5CMJ9	PSM8
O15117	FYB1
Q13094	LCP2
O15119	TBX3
P35219	CA8
P49915	GMPS
Q9H221	ABCG8
Q9P1Y6	PHRF1
Q9UGH3	SLC23A2
Q9UIL8	PHF11
O15121	DEGS1
Q9UK23	NAGPA
O15123	ANGPT2
O15126	SCAMP1
Q8IUC0	KRTAP13-1
O15127	SCAMP2
O15130	NPFF
O15131	KPNA5
P39687	ANP32A
Q6IQ16	SPOPL
O43365	HOXA3
P09960	LTA4H
P11597	CETP
P42772	CDKN2B
P56470	LGALS4
Q86YJ6	THNSL2
Q96G74	OTUD5
Q99873	PRMT1
O15146	MUSK
O15151	MDM4
O95971	CD160
P51948	MNAT1
Q7Z4K8	TRIM46
Q9BYV6	TRIM55
Q9Y4L5	RNF115
Q9Y6W3	CAPN7
O15155	BET1
P32969	RPL9
P32969	RPL9P7
P32969	RPL9P8
P32969	RPL9P9
P52292	KPNA2
Q15014	MORF4L2
Q96B97	SH3KBP1
Q96C24	SYTL4
Q96G21	IMP4
Q96HL8	SH3YL1
Q9NRM2	ZNF277
O15160	POLR1C
P52435	POLR2J
Q8IYX7	SAXO1
Q8WXE1	ATRIP
Q969Q6	PPP2R3C
Q99836	MYD88
Q9BR76	CORO1B
Q9H2D6	TRIOBP
Q9NS73	MBIP
Q9UFD9	RIMBP3
Q9ULV0	MYO5B
O43597	SPRY2
O60269	GPRIN2
O75716	STK16
O75805	HOXA-9
O76003	GLRX3
O94817	ATG12
O95336	PGLS
P04196	HRG
P04899	GNAI2
P17509	HOXB6
P26992	CNTFR
P28749	RBL1
P29590	PML
P31269	HOXA9
P49796	RGS3
P49901	SMCP
P50995	ANXA11
P51828	ADCY7
P60412	KRTAP10-11
P78381	SLC35A2
Q00587	CDC42EP1
Q02218	OGDH
Q12906	ILF3
Q13563	PKD2
Q14847	LASP1
Q14966	ZNF638
Q15077	P2RY6
Q16526	CRY1
Q3V5L5	MGAT5B
Q5T5A8	LCE3C
Q5T681	C10orf62
Q5TA45	INTS11
Q5TA78	LCE4A
Q6DKI2	LGALS9C
Q6L8G9	KRTAP5-6
Q6RVD6	SPATA8
Q6UY11	DLK2
Q8N143	BCL6B
Q8N9H8	EXD3
Q8NEC5	CATSPER1
Q8TC90	CCER1
Q8WTR4	GDPD5
Q8WV24	PHLDA1
Q8WWR8	NEU4
Q92608	DOCK2
Q92837	FRAT1
Q92922	SMARCC1
Q96CW7	C4orf42
Q96H86	ZNF764
Q96LJ7	DHRS1
Q96RN5	MED15
Q9BTL3	RAMAC
Q9BYQ6	KRTAP4-11
Q9BYR5	KRTAP4-2
Q9GZM5	YIPF3
Q9H1Q7	PCED1A
Q9H2X0	CHRD
Q9H4E7	DEF6
Q9H7M9	VSIR
Q9H8J7	hCG_1657189
Q9HB63	NTN4
Q9NQL9	DMRT3
Q9NQX5	NPDC1
Q9NRQ2	PLSCR4
Q9NRY6	PLSCR3
Q9NTK1	DEPP1
Q9NVZ3	NECAP2
Q9P2R6	RERE
Q9UBP5	HEY2
Q9UBR2	CTSZ
Q9UHH9	IP6K2
Q9UQ90	SPG7
Q9Y272	RASD1
O15164	TRIM24
P15407	FOSL1
P38398	BRCA1
P42226	STAT6
Q8WVD5	RNF141
Q9P0P0	RNF181
Q9UBF9	MYOT
O15182	CETN3
O43924	PDE6D
Q2NKQ1	SGSM1
Q8NA72	POC5
O15195	VILL
O43150	ASAP2
O15197	EPHB6
O15550	KDM6A
O60315	ZEB2
O60318	MCM3AP
O60476	MAN1A2
O75197	LRP5
O94907	DKK1
O95782	AP2A1
P05108	CYP11A1
P07602	PSAP
P0DML2	CSH1
P0DML3	CSH2
P17098	ZNF8
P22670	RFX1
P26572	MGAT1
P27540	ARNT
P46019	PHKA2
P47897	QARS1
P48556	PSMD8
P51522	ZNF83
P51825	AFF1
P53582	METAP1
P60228	EIF3E
P60709	ACTB
P60981	DSTN
Q01082	SPTBN1
Q01543	FLI1
Q03001	DST
Q13219	PAPPA
Q15149	PLEC
Q16537	PPP2R5E
Q1KLZ0	PS1TP5BP1
Q4LDE5	SVEP1
Q5JVG2	ZNF484
Q5T5Y3	CAMSAP1
Q5XPI4	RNF123
Q66GS9	CEP135
Q66K89	E4F1
Q6N084	DKFZp686L11144
Q6PD62	CTR9
Q6PGP7	TTC37
Q6PIA1	MLL2
Q7Z613	DIPLA1
Q7Z6Z7	HUWE1
Q86TD1	DKFZp451J023
Q86UK5	EVC2
Q8IZ52	CHPF
Q8IZL8	PELP1
Q8N3P4	VPS8
Q8N436	CPXM2
Q8N4U6	KIAA0226
Q8N5G2	MACO1
Q8N988	ZNF557
Q8NAM6	ZSCAN4
Q8NEV8	EXPH5
Q8NFD5	ARID1B
Q8WVM7	STAG1
Q92610	ZNF592
Q92967	ZF6
Q969K4	ABTB1
Q96AD5	PNPLA2
Q96FW1	OTUB1
Q96JH7	VCPIP1
Q96Q15	SMG1
Q96Q27	ASB2
Q96T21	SECISBP2
Q99613	EIF3C
Q99959	PKP2
Q9BRR9	ARHGAP9
Q9BTW9	TBCD
Q9GZM7	TINAGL1
Q9H173	SIL1
Q9H3U1	UNC45A
Q9H6V3	C10orf2
Q9H871	RMND5A
Q9HCS7	XAB2
Q9NR34	MAN1C1
Q9NRL2	BAZ1A
Q9NSV4	DIAPH3
Q9NXD2	MTMR10
Q9P2E9	RRBP1
Q9UBL3	ASH2L
Q9UIQ6	LNPEP
Q9Y2U8	LEMD3
Q9Y5J3	HEY1
V9HW09	HEL-S-91n
V9HWA6	HEL32
O15205	UBD
Q9P0L0	VAPA
O15211	RGL2
P01111	NRAS
P01112	HRAS
P61224	RAP1B
O15212	PFDN6
O60909	B4GALT2
O15217	GSTA4
P09210	GSTA2
Q96LR7	C2orf50
O15226	NKRF
Q15286	RAB35
O15230	LAMA5
Q9BSF8	BTBD10
O15232	MATN3
O15234	CASC3
O60934	NBN
P18031	PTPN1
P22455	FGFR4
P31749	AKT1
P35232	PHB
Q14790	CASP8
O15235	MRPS12
Q9UKR5	ERG28
O15239	NDUFA1
Q14789	GOLGB1
O15244	SLC22A2
O43820	HYAL3
P41161	ETV5
Q00403	GTF2B
Q93063	EXT2
Q9H4G1	CST9L
Q9H9G7	AGO3
O15245	SLC22A1
Q96G23	CERS2
O15254	ACOX3
O15255	RTL8C
O60381	HBP1
Q86TG7	PEG10
O15258	RER1
O15259	NPHP1
O15264	MAPK13
P36969	GPX4
Q86XL3	ANKLE2
Q9NQ31	AKIP1
P04216	THY1
P28290	ITPRID2
P35555	FBN1
P35609	ACTN2
Q08378	GOLGA3
Q13596	SNX1
Q15276	RABEP1
Q5JY77	GPRASP1
Q6WCQ1	MPRIP
Q9BWT7	CARD10
Q9BZ11	ADAM33
Q9NRD5	PICK1
Q9P209	CEP72
Q9UHD9	UBQLN2
Q9Y2V7	COG6
Q9Y3T9	NOC2L
O15273	TCAP
O43504	LAMTOR5
O60662	KLHL41
P13929	ENO3
P23759	PAX7
P25445	FAS
Q12988	HSPB3
Q6DKK2	TTC19
Q8WUM0	NUP133
Q969G2	LHX4
Q9BRR6	ADPGK
O15287	FANCG
O15360	FANCA
Q00597	FANCC
Q06547	GABPB1
Q8IY81	FTSJ3
Q8N6K7	SAMD3
Q9P104	DOK5
Q9Y2K1	ZBTB1
O15294	OGT
P11464	PSG1
Q6N021	TET2
Q8NDX5	PHC3
O15297	PPM1D
O94923	GLCE
O95661	DIRAS3
Q86UX2	ITIH5
Q86V15	CASZ1
Q9BYZ6	RHOBTB2
Q9BZ95	NSD3
Q9UBG0	MRC2
O15304	SIVA1
O15305	PMM2
Q96HD9	ACY3
O15315	RAD51B
O15320	MIA2
O75177	SS18L1
Q86XR8	CEP57
Q96M61	MAGEB18
Q9UJF2	RASAL2
Q9Y6C2	EMILIN1
O60930	RNASEH1
Q13428	TCOF1
P50221	MEOX1
P51965	UBE2E1
P61086	UBE2K
P68036	UBE2L3
Q13404	UBE2V1
Q16512	PKN1
Q96DC9	OTUB2
Q96LR5	UBE2E2
Q9HAC8	UBTD1
Q9NR20	DYRK4
Q9NY65	TUBA8
O15355	PPM1G
P30533	LRPAP1
Q15418	RPS6KA1
Q6PIJ6	FBXO38
O15357	INPPL1
P01730	CD4
O15370	SOX12
P19623	SRM
P49005	POLD2
O15371	EIF3D
Q7L4P6	BEND5
Q9NSC5	HOMER3
O15372	EIF3H
O15379	HDAC3
O15381	NVL
O15382	BCAT2
O15389	SIGLEC5
Q9NTB8	DKFZp434J032
O15392	BIRC5
Q53HL2	CDCA8
O15397	IPO8
O15399	GRIN2D
O15400	STX7
Q9Y5L3	ENTPD2
P27361	MAPK3
P49247	RPIA
Q86V42	FAM124A
Q96A04	TSACC
O15427	SLC16A3
Q86WQ0	NR2C2AP
O15440	ABCC5
O95347	SMC2
P01011	SERPINA3
P54819	AK2
P82980	RBP5
O15442	MPPED1
P10588	NR2F6
P10589	NR2F1
O15455	TLR3
O96017	CHEK2
P48634	PRRC2A
O15466	ST8SIA5
Q96KN7	RPGRIP1
O43379	WDR62
P43361	MAGEA8
Q13464	ROCK1
Q63ZY3	KANK2
Q92752	TNR
Q96RJ6	FERD3L
Q9BYN7	ZNF341
Q9UHP3	USP25
O15482	TEX28
O15482	TEX28P1
O15482	TEX28P2
O15488	GYG2
P13807	GYS1
P54840	GYS2
O15492	RGS16
Q70SY1	CREB3L2
Q9Y5Y6	ST14
O15496	PLA2G10
Q9HD67	MYO10
O15498	YKT6
O15504	NUP42
P03372	ESR1
P31274	HOXC9
P62875	POLR2L
Q04741	EMX1
Q496A3	SPATS1
O15524	SOCS1
P05181	CYP2E1
P05412	JUN
P17275	JUNB
P63162	SNRPN
Q14494	NFE2L1
Q16621	NFE2
Q9BYV9	BACH2
Q9HB75	PIDD1
Q9NR55	BATF3
Q9UNN4	GTF2A1L
Q9Y4A8	NFE2L3
O15527	OGG1
O95084	PRSS23
O95704	APBB3
P08575	PTPRC
P23467	PTPRB
P23470	PTPRG
P41240	CSK
P52736	ZNF133
Q12824	SMARCB1
Q13867	BLMH
Q8IWY9	CDAN1
Q9H079	KATNBL1
Q9H307	PNN
Q9NX09	DDIT4
Q9Y2R2	PTPN22
Q9Y383	LUC7L2
O15534	PER1
Q9Y4F9	RIPOR2
O15535	ZSCAN9
P78362	SRPK2
Q9H213	MAGEH1
Q9HB58	SP110
O15540	FABP7
O15541	RNF113A
O75643	SNRNP200
Q13435	SF3B2
Q8IX12	CCAR1
O15551	CLDN3
Q96HA1	POM121
O15552	FFAR2
P08069	IGF1R
Q6BCY4	CYB5R2
O43143	DHX15
Q8IWZ8	SUGP1
Q8N5F7	NKAP
Q96BK5	PINX1
O43147	SGSM2
Q12905	ILF2
O43149	ZZEF1
P29074	PTPN4
Q9UPZ6	THSD7A
Q9Y385	UBE2J1
O43166	SIPA1L1
O43298	ZBTB43
Q9H165	BCL11A
Q9H2G9	BLZF1
Q9NVM4	PRMT7
Q9UIH9	KLF15
O43169	CYB5B
O43172	PRPF4
O43447	PPIH
P56134	ATP5MF
Q01081	U2AF1
Q92917	GPKOW
O43175	PHGDH
Q03395	ROM1
Q9Y6I3	EPN1
O43181	NDUFS4
P60604	UBE2G2
O60260	PRKN
O75603	GCM2
P40306	PSMB10
P63241	EIF5A
Q01974	ROR2
Q13315	ATM
Q13492	PICALM
Q14154	DELE1
Q14CS0	UBXN2B
Q2TAL8	QRICH1
Q5T011	SZT2
Q7Z2X4	PID1
Q8TC57	M1AP
Q96LT7	C9orf72
Q96NJ5	KLHL32
Q96NT3	GUCD1
Q9Y221	NIP7
O43187	IRAK2
O43189	PHF1
Q9BPX1	HSD17B14
O43194	GPR39
O43237	DYNC1LI2
O43240	KLK10
P51572	BCAP31
P16885	PLCG2
P60896	SEM1
Q9C0F1	CEP44
Q9NUH8	TMEM14B
P08047	SP1
P57073	SOX8
Q15306	IRF4
Q9UQL6	HDAC5
Q9Y5K6	CD2AP
O43251	RBFOX2
P17844	DDX5
P26599	PTBP1
P52597	HNRNPF
P52743	ZNF137P
P55795	HNRNPH2
Q12926	ELAVL2
Q13111	CHAF1A
Q15459	SF3A1
Q6IBN1	HNRNPK
Q8WXF8	DEDD2
Q96HR8	NAF1
Q96PU8	QKI
Q99729	HNRNPAB
Q9BTD8	RBM42
Q9NW64	RBM22
Q9Y5X4	NR2E3
O43252	PAPSS1
O43255	SIAH2
P29692	EEF1D
Q6UXH8	CCBE1
Q9BYW2	SETD2
O43257	ZNHIT1
O60880	SH2D1A
P25786	PSMA1
P34896	SHMT1
P68371	TUBB4B
Q8IWV7	UBR1
Q9HD26	GOPC
O43278	SPINT1
Q96IP4	TENT5A
O75694	NUP155
O75865	TRAPPC6A
P51451	BLK
P56945	BCAR1
Q8N5H7	SH2D3C
Q9BXA7	TSSK1B
O43283	MAP3K13
P79483	HLA-DRB3
Q04760	GLO1
O43290	SART1
P49756	RBM25
Q08170	SRSF4
Q8IWX8	CHERP
Q9BZL1	UBL5
O43292	GPAA1
P49207	RPL34
Q8TDR4	TCP10L
Q9UIJ7	AK3
O43294	TGFB1I1
Q9NZ20	PLA2G3
O43295	SRGAP3
Q9UKE5	TNIK
O43296	ZNF264
Q9UG07	DKFZp586M1622
Q9Y473	ZNF175
Q14689	DIP2A
Q5T7P8	SYT6
Q8WTP8	AEN
O43299	AP5Z1
Q92823	NRCAM
O43306	ADCY6
O43307	ARHGEF9
O43309	ZSCAN12
Q8WTR7	ZNF473
Q9NX65	ZSCAN32
O43312	MTSS1
O94762	RECQL5
Q8WYH5	PP1045
O43315	AQP9
O43316	PAX4
O75380	NDUFS6
Q6NUN9	ZNF746
O43324	EEF1E1
Q9BTE0	NAT9
O43325	LYRM1
Q13126	MTAP
O43347	MSI1
O43353	RIPK2
P55345	PRMT2
Q9Y4C1	KDM3A
O43364	HOXA2
Q09013	DMPK
Q13610	PWP1
Q9H161	ALX4
O43374	RASA4
Q12889	OVGP1
Q96RY5	CRAMP1
Q9H910	JPT2
Q9HDC9	APMAP
P20226	TBP
Q92630	DYRK2
Q9NUY8	TBC1D23
P61254	RPL26
Q6IBR2	FARSLA
O75940	SMNDC1
Q70Z53	FRA10AC1
Q969Y2	GTPBP3
O43396	TXNL1
O43399	TPD52L2
P29275	ADORA2B
Q9Y371	SH3GLB1
O43402	EMC8
Q15006	EMC2
O43414	ERI3
Q9BU64	CENPO
O43422	THAP12
O75410	TACC1
Q5HYH0	DKFZp686K18126
O43427	FIBP
O43432	EIF4G3
P06730	EIF4E
O43439	CBFA2T2
P17987	TCP1
P29083	GTF2E1
Q02535	ID3
Q16559	TAL2
Q92886	NEUROG1
Q96HA8	NTAQ1
Q9GZV8	PRDM14
Q9P0J1	PDP1
Q92802	N4BP2L2
Q9Y3H6	hCG_33128
O95243	MBD4
O95260	ATE1
O95785	WIZ
P15313	ATP6V1B1
P17152	TMEM11
P18847	ATF3
P22692	IGFBP4
P41134	ID1
P45973	CBX5
P49643	PRIM2
P50749	RASSF2
P60002	ELOF1
P62191	PSMC1
Q02363	ID2
Q14005	IL16
Q3KNS6	ZNF829
Q494V2	CFAP100
Q53FE4	C4orf17
Q5T0J7	TEX35
Q5T6S3	PHF19
Q68EA5	ZNF57
Q68G74	LHX8
Q6P047	C8orf74
Q6P1K8	GTF2H2C
Q6P1K8	GTF2H2C_2
Q6PJQ5	FOXR2
Q6UXH1	CRELD2
Q6UXX9	RSPO2
Q6ZNL6	FGD5
Q7Z699	SPRED1
Q86W54	SPATA24
Q86X59	LINC02875
Q8IYM2	SLFN12
Q8IZQ1	WDFY3
Q8N4C7	STX19
Q8NFT6	DBF4B
Q8TBB5	KLHDC4
Q96BD6	SPSB1
Q96GN5	CDCA7L
Q96H12	MSANTD3
Q96JB6	LOXL4
Q96SW2	CRBN
Q96T60	PNKP
Q9BS31	ZNF649
Q9BS34	ZNF670
Q9BXL8	CDCA4
Q9H0H0	INTS2
Q9H6K4	OPA3
Q9NS23	RASSF1
Q9UDY8	MALT1
Q9UME6	IL16
Q9UNL4	ING4
Q9Y2L8	ZKSCAN5
Q9Y2M5	KLHL20
Q9Y2Z2	MTO1
Q9Y483	MTF2
V9HWG0	HEL25
O43464	HTRA2
O43482	OIP5
P40855	PEX19
P42684	ABL2
Q92949	FOXJ1
Q96CN9	GCC1
Q96PN8	TSSK3
Q9NRA8	EIF4ENIF1
Q9NYP9	MIS18A
O43488	AKR7A2
O95154	AKR7A3
O43490	PROM1
O43491	EPB41L2
O43493	TGOLN2
O43497	CACNA1G
O60333	KIF1B
P05556	ITGB1
P11055	MYH3
P23246	SFPQ
P23409	MYF6
P23588	EIF4B
P42765	ACAA2
P52895	AKR1C2
P63208	SKP1
Q07869	PPARA
Q0VGL1	LAMTOR4
Q14161	GIT2
Q15464	SHB
Q16594	TAF9
Q86W74	ANKRD46
Q86YW9	MED12L
Q8IZD2	KMT2E
Q96AW1	VOPP1
Q96MU7	YTHDC1
Q99081	TCF12
Q9H063	MAF1
Q9H8V3	ECT2
Q9NZA1	CLIC5
Q9UL63	MKLN1
Q9Y3D8	AK6
Q9Y5X3	SNX5
Q9Y5Z4	HEBP2
Q9C019	TRIM15
Q9H0N5	PCBD2
P13196	ALAS1
P53992	SEC24C
Q14296	FASTK
O75348	ATP6V1G1
Q08830	FGL1
Q96JP0	FEM1C
O43524	FOXO3
O43526	KCNQ2
O43529	CHST10
Q9UG98	DKFZp586C1419
O43542	XRCC3
O95863	SNAI1
P04155	TFF1
P09341	CXCL1
P36952	SERPINB5
Q4ZG55	GREB1
Q5VTR2	RNF20
Q92560	BAP1
Q96KN1	LRATD2
Q9H6U6	BCAS3
O43543	XRCC2
O75771	RAD51D
Q9HC57	WFDC1
O43556	SGCE
Q9P013	CWC15
P49757	NUMB
Q14449	GRB14
Q15046	KARS1
Q8WXH5	SOCS4
Q9HBL0	TNS1
Q9NRF2	SH2B1
O43561	LAT
Q9Y6X8	ZHX2
P08754	GNAI3
P63096	GNAI1
O43567	RNF13
P36542	ATP5F1C
P47929	LGALS7
P47929	LGALS7B
Q8TC12	RDH11
Q9BYD2	MRPL9
Q9UER7	DAXX
O43572	AKAP10
O43581	SYT7
O43583	DENR
Q9ULC4	MCTS1
O43684	BUB3
Q14D33	RTP5
Q9Y228	TRAF3IP3
Q9Y5E9	PCDHB14
O43593	HR
O60907	TBL1X
O60336	MAPKBP1
P04080	CSTB
P14770	GP9
P21912	SDHB
P43115	PTGER3
P52943	CRIP2
P53384	NUBP1
P57075	UBASH3A
Q06455	RUNX1T1
Q14584	ZNF266
Q5HYG5	DKFZp686N0152
Q5T5B0	LCE3E
Q5T7P3	LCE1B
Q8IW50	FAM219A
Q8NBS9	TXNDC5
Q8TF42	UBASH3B
Q96MH2	HEXIM2
Q9BY42	RTF2
Q9BYQ2	KRTAP9-4
Q9BYR0	KRTAP4-7
Q9H2F3	HSD3B7
Q9NUL5	SHFL
Q9NVQ4	FAIM
Q9UKS6	PACSIN3
Q9Y223	GNE
Q9Y2K6	USP20
O43598	DNPH1
Q9UKJ1	PILRA
Q96R06	SPAG5
Q9BVG8	KIFC3
Q5H9R6	DKFZp686J1568
Q9Y2K5	R3HDM2
O43615	TIMM44
O43617	TRAPPC3
O43623	SNAI2
O43633	CHMP2A
P10600	TGFB3
Q16254	E2F4
O43638	FOXS1
P48740	MASP1
P86479	PRR20C
P86496	PRR20A
Q02833	RASSF7
Q13191	CBLB
Q13285	NR5A1
Q13802	argBPIB
Q15427	SF3B4
Q5ST30	VARS2
Q5T5P2	KIAA1217
Q5T8P6	RBM26
Q6IB98	EIF3S3
Q86T64	DKFZp451F1115
Q86YV3	FLJ00308
Q96LA5	FCRL2
Q9H9H4	VPS37B
Q9NYF3	FAM53C
Q9Y2W2	WBP11
O43657	TSPAN6
Q9Y328	NSG2
O43660	PLRG1
P51911	CNN1
O43663	PRC1
O43670	ZNF207
P36507	MAP2K2
P52272	HNRNPM
Q9H9Y6	POLR1B
O43676	NDUFB3
O43678	NDUFA2
O43679	LDB2
P61371	ISL1
Q9BWG4	SSBP4
O43680	TCF21
P15923	TCF3
P27695	APEX1
P02766	TTR
Q12797	ASPH
Q96SL4	GPX7
Q9Y5L2	HILPDA
O43683	BUB1
Q96NR8	RDH12
O60566	BUB1B
O60645	EXOC3
P22314	UBA1
P61513	RPL37A
Q69YP2	DKFZp762K123
Q99829	CPNE1
O43688	PLPP2
Q9H9J2	MRPL44
O43699	SIGLEC6
Q14192	FHL2
Q06520	SULT2A1
P10599	TXN
P18075	BMP7
P29474	NOS3
Q08043	ACTN3
Q9NP98	MYOZ1
Q9NPC6	MYOZ2
Q9NZJ4	SACS
V9HW92	HEL-S-112
O43708	GSTZ1
O43709	BUD23
O60828	PQBP1
P06899	H2BC11
P51814	ZNF41
Q04725	TLE2
Q7Z401	DENND4A
Q9BPY8	HOPX
O43715	TRIAP1
P04746	AMY2A
O43716	GATC
O43719	HTATSF1
O43734	TRAF3IP2
Q13084	MRPL28
O43736	ITM2A
O43739	CYTH3
Q8N0S2	SYCE1
Q969H4	CNKSR1
P11217	PYGM
P14920	DAO
P54619	PRKAG1
P54646	PRKAA2
P61289	PSME3
Q5T124	UBXN11
Q8WXI9	GATAD2B
Q9H869	YY1AP1
Q9NXV2	KCTD5
Q9UDY6	TRIM10
Q9UPY3	DICER1
Q9Y2Y4	ZBTB32
V9HWJ8	HEL-S-283
O43747	AP1G1
P56377	AP1S2
Q96S82	UBL7
O43759	SYNGR1
O43760	SYNGR2
Q6AZY7	SCARA3
P14859	POU2F1
Q8TBZ5	ZNF502
O60844	ZG16
O75626	PRDM1
O75631	UPK3A
O95757	HSPA4L
O95881	TXNDC12
P01037	CST1
P01135	TGFA
P01282	VIP
P02724	GYPA
P02745	C1QA
P02786	TFRC
P03973	SLPI
P05121	SERPINE1
P08118	MSMB
P08123	COL1A2
P08294	SOD3
P09603	CSF1
P09681	GIP
P0CG04	IGLC1
P10124	SRGN
P10145	CXCL8
P10451	SPP1
P11441	UBL4A
P11908	PRPS2
P14209	CD99
P19438	TNFRSF1A
P22466	GAL
P23284	PPIB
P25067	COL8A2
P31431	SDC4
P35080	PFN2
P40259	CD79B
P45877	PPIC
P48723	HSPA13
P55291	CDH15
P58549	FXYD7
Q07654	TFF3
Q0VAQ4	SMAGP
Q13232	NME3
Q13568	IRF5
Q14440	GPErik
Q14653	IRF3
Q15848	ADIPOQ
Q16586	SGCA
Q3LGB0	opn
Q4ACX1	TACI
Q5BVD1	TTMP
Q5H9I0	TFDP3
Q5JXX7	TMEM31
Q6GPH6	ITPRIPL1
Q6ISS4	LAIR2
Q6UN15	FIP1L1
Q71RG4	TMUB2
Q7Z3E0	DKFZp686O0451
Q86UP2	KTN1
Q8IW45	NAXD
Q8TCT8	SPPL2A
Q8TD06	AGR3
Q8WUU8	TMEM174
Q969H8	MYDGF
Q96AQ6	PBXIP1
Q96DA0	ZG16B
Q96DN0	ERP27
Q96NZ9	PRAP1
Q9BT88	SYT11
Q9BXI9	C1QTNF6
Q9GZX9	TWSG1
Q9H2B2	SYT4
Q9HB09	BCL2L12
Q9NVM1	EVA1B
Q9NX94	WBP1L
Q9NXW2	DNAJB12
Q9UL19	PLAAT4
Q9UN74	PCDHA4
Q9UQK1	PPP1R3C
Q9Y3F4	STRAP
Q9Y624	F11R
Q9Y680	FKBP7
O43768	ENSA
P49768	PSEN1
Q96SI1	KCTD15
O43772	SLC25A20
O43790	KRT86
O43791	SPOP
Q13618	CUL3
Q8IYB3	SRRM1
Q99757	TXN2
Q9P0N9	TBC1D7
O75530	EED
P00488	F13A1
P32322	PYCR1
P60660	MYL6
Q15652	JMJD1C
Q86X55	CARM1
Q8N5V2	NGEF
Q92845	KIFAP3
Q9UJW3	DNMT3L
Q9ULV5	HSF4
Q9UQB3	CTNND2
O43815	STRN
O43818	RRP9
O43823	AKAP8
O43825	B3GALT2
Q96L94	SNX22
P08579	SNRPB2
P41227	NAA10
P62081	RPS7
Q00536	CDK16
Q15013	MAD2L1BP
Q17RD7	SYT16
Q68E01	INTS3
Q7L775	EPM2AIP1
Q8IVW4	CDKL3
Q96LK0	CEP19
Q9BRL4	PCTK1
Q9UIF8	BAZ2B
O43837	IDH3B
Q99700	ATXN2
P11172	UMPS
Q8WW22	DNAJA4
Q9BS86	ZPBP
Q9UBT7	CTNNAL1
O60437	PPL
O94993	SOX30
P42773	CDKN2C
P55957	BID
Q9UHI7	SLC23A1
Q9UI36	DACH1
O43934	MFSD11
O60636	TSPAN2
O60830	TIMM17B
O75023	LILRB5
O75396	SEC22B
O95139	NDUFB6
O95562	SFT2D2
O95674	CDS2
O95870	ABHD16A
P02652	APOA2
P09093	CELA3A
P09601	HMOX1
P11169	SLC2A3
P11836	MS4A1
P14324	FDPS
P23141	CES1
P27701	CD82
P29033	GJB2
P34897	SHMT2
P43378	PTPN9
P48230	TM4SF4
P48651	PTDSS1
P49447	CYB561
P50402	EMD
P51798	CLCN7
P53567	CEBPG
P54315	PNLIPRP1
P55064	AQP5
P56202	CTSW
P60059	SEC61G
P98173	FAM3A
Q03518	TAP1
Q07817	BCL2L1
Q12893	TMEM115
Q12983	BNIP3
Q13021	MALL
Q14534	SQLE
Q14542	SLC29A2
Q14773	ICAM4
Q14802	FXYD3
Q14849	STARD3
Q15382	RHEB
Q15629	TRAM1
Q16617	NKG7
Q16649	NFIL3
Q53HI1	UNC50
Q53TN4	CYBRD1
Q5SRD1	TIMM23B
Q6N075	MFSD5
Q6UX01	LMBR1L
Q6UXD7	SLC49A3
Q7L5A8	FA2H
Q7L5N7	LPCAT2
Q8IVQ6	ZDHHC21
Q8N609	TRAM1L1
Q8N682	DRAM1
Q8N6L1	KRTCAP2
Q8NBJ9	SIDT2
Q8NEE0	KLHL30-AS1
Q8NHS1	CLDND2
Q8TAC9	SCAMP5
Q8TEY5	CREB3L4
Q8WUX9	CHMP7
Q8WVV5	BTN2A2
Q8WWG1	NRG4
Q8WY98	TMEM234
Q92520	FAM3C
Q92685	ALG3
Q969E2	SCAMP4
Q969K7	TMEM54
Q969L2	MAL2
Q969S6	TMEM203
Q96A57	TMEM230
Q96CM8	ACSF2
Q96D96	HVCN1
Q96GQ5	RUSF1
Q96GZ6	SLC41A3
Q96H72	SLC39A13
Q96HH6	TMEM19
Q96I15	SCLY
Q96IZ2	ADTRP
Q96JF0	ST6GAL2
Q96JW4	SLC41A2
Q96LL9	DNAJC30
Q96S97	MYADM
Q99675	CGRRF1
Q99808	SLC29A1
Q9BQ16	SPOCK3
Q9BQA9	CYBC1
Q9BQB6	VKORC1
Q9BQC6	MRPL57
Q9BRI3	SLC30A2
